RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B9-002312,1546992000000,1106,"CORNHUSKER,N 23 to N 27",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,193
B9-003316,1547251200000,1410,"HELEN WITT,PINE LAKE to WESLEY DR",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,194
B9-003331,1547251200000,1500,"S 25,N to O",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,YES,NO,195
B9-003332,1547251200000,1505,"N ANTELOPE VALL,SALT CREEK RDWY to N 17",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,196
B9-003339,1547251200000,1510,1144 M at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,197
B9-003356,1547251200000,1649,"PIONEERS,S 56 to S 58",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,198
B9-003357,1547251200000,1720,S 17 at F,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,199
B9-003361,1547251200000,1740,"HWY 34,NW 31 to FALLBROOK BLVD",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,200
B9-002326,1546992000000,9999,425 S 10 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,201
B9-003099,1547164800000,2116,"OLD CHENEY,THE KNOLLS to TIPPERARY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,202
B9-003364,1547251200000,1750,"W VAN DORN,WESTBROOK to FAIRVIEW CR",INJURY,OTHER,3,5,NO,NO,NO,NO,NO,YES,NO,203
B9-002331,1546992000000,1210,"S 70,MONTEREY to SUMNER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,204
B9-001690,1546819200000,736,"S 70,NORMAL to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,205
B9-001691,1546819200000,738,N 70 at HOLDREGE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,206
B9-003905,1547424000000,1501,"VAN DORN,S 53 to S 56",INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,207
B9-001695,1546819200000,750,"S 70,NORMAL to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,208
B9-003909,1547424000000,1507,"S 48,M to O",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,209
B9-001704,1546819200000,820,N 14 at KNOX,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,210
B9-003918,1547424000000,1540,"CROOKED CREEK,FIR HOLLOW LN to FIR HOLLOW LN",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,YES,211
B9-001730,1546819200000,935,S 70 at VAN DORN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,212
B9-003109,1547164800000,2142,"S CODDINGTON,ROSA PARKS WAY to W A",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,213
B9-003925,1547424000000,9999,"GERTIE,S 40 to S 43",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,214
B9-002341,1546992000000,1302,"S 27,NEBR HWY to WOODS BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,215
B9-003374,1547251200000,1853,S 70 at PIONEERS,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,216
B9-001736,1546819200000,1000,"S 44,LENOX to M",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,217
B9-003117,1547164800000,2045,N 16 at W,INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,218
B9-003928,1547424000000,1604,N 84 at HOLDREGE,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,YES,NO,219
B9-002355,1546992000000,1325,"OLD CHENEY,NEBR HWY to S 58",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,220
B9-003380,1547251200000,1930,"N 27,CLEVELAND to CORNHUSKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,221
B9-001741,1546732800000,1900,3200 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,222
B9-003119,1547164800000,2153,"S 70,OLD CHENEY to STEVENS RIDGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,223
B9-003932,1547510400000,1607,"N 40,VINE to W",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,224
B9-002366,1546992000000,1408,"S 56,A to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,225
B9-003382,1547251200000,1925,"A,S 3 to S 4",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,226
B9-001749,1546819200000,1054,QUEENS at OLD CHENEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,227
B9-003121,1547164800000,2210,"NEBR HWY,S 84 to S 87",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,228
B9-003933,1547424000000,1609,"ADAMS,N 61 to N 63",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,229
B9-002383,1546992000000,1445,"N,S 11 to S 12",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,YES,230
B9-003402,1547251200000,2118,"CAPITOL PKWY,E to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,231
B9-001756,1546819200000,1113,N 27 at THERESA,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,232
B9-003145,1547164800000,2310,"N 1,IRVING to SUPERIOR",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,233
B9-003938,1547424000000,1615,"S 13,HUDSON to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,234
B9-002386,1546992000000,1506,HAVELOCK at CORNHUSKER,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,235
B9-003409,1547251200000,2125,"O,46 to 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,236
B9-001764,1546819200000,1147,"O,32 to 33",NON-INJ,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,237
B9-003147,1547164800000,2320,"S 56,LINDEN to LOCUST",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,238
B9-003152,1547164800000,0,N 84 at HOLDREGE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,239
B9-003154,1547164800000,2344,"O,COTNER to LYNCREST",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,240
B9-003155,1547164800000,2355,S 56 at VAN DORN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,241
B9-003157,1547251200000,15,N ANTELOPE VALL at CORNHUSKER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,242
B9-003161,1547251200000,20,S 40 at NORMAL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,243
B9-003170,1547251200000,20,"O,COTNER to LYNCREST",NON-INJ H&R,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,244
B9-003173,1547164800000,2333,"I 180,CORNHUSKER to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,245
B9-003179,1547251200000,110,"CAPITOL PKWY,E to S 27",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,246
B9-003212,1547251200000,350,I 180 at CORNHUSKER,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,247
B9-003213,1547251200000,418,"NORMAL,GARFIELD to SUMNER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,248
B9-003227,1547251200000,655,"S 48,ANTELOPE CREEK to NORMAL",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,249
B9-003239,1547251200000,922,"P,N 11 to N 12",INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,250
B9-003242,1547251200000,930,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,251
B9-003245,1547251200000,900,"OLD CHENEY,BRIAR ROSA to S 31",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,252
B9-003246,1547251200000,1002,"SOUTH,PEPPER to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,253
B9-003247,1547251200000,1002,"S 48,FRANKLIN to SOUTH",INJURY,OTHER,2,2,NO,NO,NO,NO,NO,YES,NO,254
B9-003248,1547251200000,1008,"NEBR HWY,PINE LAKE to S 70",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,255
B9-003249,1547251200000,1000,"HOMESTEAD EXP,ROSA PARKS WAY to W VAN DORN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,256
B9-003254,1547251200000,1035,N 20 at CORNHUSKER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,257
B9-003255,1547251200000,1035,"KNOX,N 47 to N 48",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,258
B9-003256,1547251200000,1044,"SUPERIOR,N 24 to N 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,259
B9-003265,1547251200000,1102,"S 48,S COTNER to SUMNER",INJURY,DRIVEWAY,4,1,NO,NO,NO,NO,NO,YES,NO,260
B9-003266,1547251200000,1100,"A,S 46 to S 48",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,261
B9-003268,1547251200000,1100,N 14 at SUPERIOR,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,262
B9-003270,1547251200000,1100,N 56 at ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,263
B9-003272,1547251200000,1110,"O,24 to 25",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,264
B9-001771,1546819200000,1205,S 56 at SHERMAN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,265
B9-001785,1546819200000,1238,"S 27,CINDY to OLD CHENEY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,266
B9-001813,1546819200000,1417,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,267
B9-001843,1546819200000,1330,2300 S 16 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,268
B9-001850,1546732800000,9999,5010 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,269
B9-001871,1546819200000,1727,S COTNER at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,270
B9-001896,1546819200000,1857,SALT CREEK RDWY at N 10,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,271
B9-001906,1546819200000,1936,N 70 at E ELDORA,FATAL,HEAD ON,2,3,NO,NO,NO,NO,NO,YES,NO,272
B9-001929,1546819200000,2207,"HUNTINGTON,N 60 to N 62",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,273
B9-001979,1546905600000,212,"PHILADELPHIA,N 20 to VALLEY FORGE",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,274
B9-001998,1546905600000,714,S 56 at SHADY CREEK,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,275
B9-001999,1546905600000,720,"S 40,CALVERT to SHERIDAN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,276
B9-002000,1546905600000,728,N 27 at FLETCHER,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,NO,NO,277
B9-002001,1546905600000,735,"S 40,LOCUST to PIONEERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,278
B9-002003,1546905600000,750,"S 70,BERNESE to LASALLE",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,279
B9-002004,1546905600000,758,"NEBR HWY,PIONEERS to S 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,280
B9-002018,1546905600000,835,"O,3 (OVERPASS) to 9",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,YES,NO,281
B9-002026,1546905600000,900,"N 11,CORNHUSKER to SAUNDERS",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,282
B9-002086,1546905600000,1242,NORMAL at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,283
B9-002087,1546905600000,1303,N 26 at Y,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,284
B9-002099,1546905600000,1344,S 40 at PIONEERS,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,285
B9-002107,1546905600000,1428,"LEIGHTON,N 56 to N 57",NON-INJ H&R,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,286
B9-002110,1546905600000,1428,"O,40 to 42",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,YES,NO,287
B9-002112,1546905600000,1505,HWY 34 at FALLBROOK BLVD,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,288
B9-002117,1546905600000,1510,"P,N 22 to N 23",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,289
B9-002118,1546905600000,1538,"N 48,R to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,290
B9-002123,1546905600000,1555,"S 27,ARLINGTON to FRANKLIN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,291
B9-002254,1546992000000,630,"SUPERIOR,N 40 to N 44",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,292
B9-002255,1546992000000,645,"NEBR HWY,S 27 to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,293
B9-002259,1546992000000,740,"N ANTELOPE VALL,VINE to N 17",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,294
B9-002261,1546992000000,753,S 70 at A,INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,295
B9-002271,1546992000000,754,"HUNTINGTON,N 46 to N 47",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,296
B9-002306,1546992000000,1035,"S COTNER,A to S 48",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,297
B9-002309,1546992000000,1015,"N 44,CORNHUSKER to GLADSTONE",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,298
B9-003414,1547251200000,2150,"I 180,CORNHUSKER to R",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,299
B9-002406,1546992000000,1610,"NEBR HWY,S 20 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,300
B9-003939,1547424000000,1500,"GOODHUE BLVD,E to F",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,301
B9-002425,1546992000000,1702,"FLETCHER,N 14 to N 7",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,302
B9-002444,1546992000000,1802,"S 70,PIONEER WOODS DR to PIONEERS",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,303
B9-002477,1545264000000,2138,"N 48,ADAMS to CLEVELAND",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,304
B9-002545,1547078400000,740,"CORNHUSKER,N 23 to N 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,305
B9-002546,1547078400000,744,N 10 at SUPERIOR,INJURY,RIGHT ANGLE,2,4,NO,NO,NO,NO,NO,NO,NO,306
B9-002549,1547078400000,750,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,307
B9-002552,1547078400000,800,"N 27,PEAR to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,308
B9-002555,1547078400000,9999,"CLINTON,DEAD END to N 29",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,309
B9-002573,1547078400000,940,"CORNHUSKER,FLETCHER to N 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,310
B9-002585,1547078400000,1037,"N 27,ORCHARD to Y",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,311
B9-002591,1546992000000,1050,S 26 at N,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,312
B9-002602,1546992000000,9999,112 N 14 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,313
B9-002613,1547078400000,1237,"PIONEERS,STACY to LUCILE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,314
B9-002632,1547078400000,1333,"S 70,EDENTON to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,315
B9-002662,1547078400000,1400,"N 44,SUPERIOR to TURNER",NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,316
B9-002677,1547078400000,1529,"N 27,DUDLEY to STARR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,317
B9-002681,1547078400000,1520,"N 31,S to T",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,318
B9-002684,1547078400000,1548,N 35 at VINE,INJURY,TURNING,3,2,NO,NO,NO,NO,NO,NO,NO,319
B9-002687,1547078400000,1550,"S 27,H to J",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,320
B9-002718,1547078400000,1708,"N 17,N ANTELOPE VALL to Y",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,321
B9-002721,1547078400000,1715,N 3 at ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,322
B9-002741,1547078400000,1806,"OLD CHENEY,S 41 to S 40",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,323
B9-002743,1547078400000,1809,"S 70,SHAMROCK to VAN DORN",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,324
B9-002750,1547078400000,1831,"PIONEERS,S 61 to RIDGEVIEW",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,325
B9-002797,1547078400000,2221,S 9 at N,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,326
B9-002858,1547164800000,729,"NW 48,I80 to W HOLDREGE",FATAL,,2,0,NO,NO,NO,NO,NO,YES,NO,327
B9-002860,1547164800000,745,"N 56,ADAMS to CLEVELAND",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,328
B9-002861,1547164800000,755,"NEBR HWY,OLD CHENEY to S 56",NON-INJ,SIDE SWIPE,3,0,NO,NO,NO,NO,NO,NO,NO,329
B9-002884,1547078400000,700,1600 S 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,330
B9-002885,1547164800000,940,STATE FAIR PARK at CORNHUSKER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,331
B9-002886,1547164800000,944,S 14 at N,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,332
B9-002908,1547078400000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,333
B9-002912,1547164800000,1120,"CORNHUSKER,N 23 to N 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,334
B9-002914,1547164800000,1128,"S 14,GALLOWAY to ABERDEEN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,335
B9-002924,1547164800000,9999,"N 23,WHITTIER to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,336
B9-002933,1547164800000,1221,ANTELOPE VALLEY at O,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,337
B9-002934,1547164800000,1215,"S 56,MADALYN to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,338
B9-002940,1547164800000,1235,"FOLKWAYS,N 27 to N 33",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,339
B9-002942,1547164800000,1259,"S 48,MEREDETH to PIONEERS",NON-INJ,RAN OFF ROAD,3,0,NO,NO,NO,NO,NO,YES,NO,340
B9-002969,1547164800000,1356,"STEPHANIE LN,PINE LAKE to RED ROCK LN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,341
B9-002985,1547078400000,9999,"N 30,VINE to W",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,342
B9-003949,1547337600000,9999,"W THATCHER,NW 50 to NW 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,343
B9-003422,1547251200000,2248,"I 180,CORNHUSKER to R",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,344
B9-003427,1547251200000,2301,"LAKE,S 33 to S 34",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,345
B9-003462,1547337600000,148,"O,26 to 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,346
B9-003491,1547337600000,549,"I 180,CORNHUSKER to R",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,347
B9-003493,1547337600000,625,"I 180,CORNHUSKER to R",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,348
B9-003501,1547337600000,734,"I 180,CORNHUSKER to R",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,349
B9-003503,1547337600000,750,"BRIARPARK,BODIE to HALLCLIFFE RD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,350
B9-003959,1547424000000,1700,S 14 at SALT VALLEY VIEW,NON-INJ,TURNING,4,0,NO,NO,NO,NO,NO,NO,NO,351
B9-003507,1547337600000,820,"I 180,CORNHUSKER to R",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,352
B9-003962,1547337600000,9999,"N 17 CT,DEAD END to REDSTONE RD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,353
B9-003511,1547337600000,9999,"SUMNER,S 28 to S 29",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,354
B9-003978,1547424000000,1759,"S COTNER,S 48 to SUMNER",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,355
B9-003980,1547424000000,1658,5440 S 56 at SUPER SAVER,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,356
B9-003994,1547424000000,1838,S 14 at SALT VALLEY VIEW,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,357
B9-004001,1547424000000,1911,"N 33,CORNHUSKER to MADISON",INJURY,OTHER,2,1,NO,NO,NO,NO,NO,NO,NO,358
B9-004023,1547424000000,2120,"SUPERIOR,I 180 to N 7",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,359
B9-004055,1547424000000,2357,N 66 at VINE,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,360
B9-004067,1547510400000,9999,"I 80,W CORNHUSKER to I 80",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,361
B9-003516,1547337600000,918,"S 84,BRENT to JANSSEN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,362
B9-004104,1547510400000,652,S 70 at OLD CHENEY,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,YES,NO,363
B9-004123,1547510400000,806,"PIONEERS,S 54 to S 56",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,364
B9-004125,1547510400000,826,S 13 & S 14 at E & F,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,365
B9-004132,1547510400000,855,LYNCREST at L,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,366
B9-004140,1547510400000,9999,"RENTWORTH DR,S 49 to S 50",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,367
B9-004141,1547510400000,928,"P,N 10 to N 9",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,368
B9-004143,1547510400000,935,N 49 at CLEVELAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,369
B9-004149,1547510400000,1015,"M,S 12 to S 13",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,YES,370
B9-004162,1547510400000,1115,N 70 at VINE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,371
B9-004167,1547510400000,1134,S 9 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,372
B9-003533,1547337600000,1056,S 40 at NEBR HWY,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,YES,NO,373
B9-004179,1547510400000,1215,"O,56 to PIAZZA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,374
B9-004180,1547510400000,1215,"S 84,EIGER DR to NEBR HWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,375
B9-003550,1547337600000,1218,"S 70,A to TETON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,376
B9-004195,1547510400000,1340,"HOLDREGE,N 67 to N COTNER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,377
B9-004208,1547510400000,9999,"N 22,R to S",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,378
B9-003553,1547337600000,1233,"R,N 17 to N 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,379
B9-004231,1547510400000,1600,"S 70,BERNESE to FOREST LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,380
B9-004239,1547510400000,1625,"N ANTELOPE VALL,VINE to N 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,381
B9-003560,1547337600000,1309,"NW 20,W O to W Q",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,382
B9-004242,1547510400000,1634,"N 13,P to Q",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,383
B9-003563,1547337600000,1255,"LAKEWOOD,GLENWOOD to WEDGEWOOD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,384
B9-003608,1547337600000,1000,"N 24,DUDLEY to HOLDREGE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,385
B9-003633,1547337600000,1740,S 70 at A,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,386
